1	3	7	-1
1	4	14	-1
1	2	13	-1
1	5	15	-1
1	3	12	1
1	4	15	1
1	2	11	1
1	1	4	1
1	7	8	-1
1	3	10	-1
1	2	9	-1
1	9	13	-1
1	7	9	-1
1	4	5	1
1	10	15	1
1	12	16	-1
1	14	15	1
1	2	16	-1
1	3	16	-1
1	3	6	-1
1	7	10	-1
1	6	10	0
1	15	16	-1
1	4	9	-1
1	7	16	-1
1	8	9	-1
1	6	11	1
1	7	14	-1
1	2	6	-1
1	12	14	-1
2	6	7	1
2	6	8	1
2	6	9	1
2	6	10	1
2	6	11	1
2	6	12	1
2	6	13	1
2	6	14	1
2	6	15	1
2	6	16	1
2	7	8	1
2	7	9	1
2	7	10	1
2	7	11	1
2	7	12	1
2	7	13	1
2	7	14	1
2	7	15	1
2	7	16	1
2	8	9	1
2	8	10	1
2	8	11	1
2	8	12	1
2	8	13	1
2	8	14	1
2	8	15	1
2	8	16	1
2	9	10	1
2	9	11	1
2	9	12	1
2	9	13	1
2	9	14	1
2	9	15	1
2	9	16	1
2	10	11	1
2	10	12	1
2	10	13	1
2	10	14	1
2	10	15	1
2	10	16	1
2	11	12	1
2	11	13	1
2	11	14	1
2	11	15	1
2	11	16	1
2	12	13	1
2	12	14	1
2	12	15	1
2	12	16	1
2	13	14	1
2	13	15	1
2	13	16	1
2	14	15	1
2	14	16	1
2	15	16	1
6	3	5	1
6	1	11	1
6	12	13	-1
6	6	13	1
6	3	13	-1
6	1	5	1
6	5	7	-1
6	13	16	1
6	4	8	1
6	6	12	1
6	11	14	-1
6	5	13	-1
6	1	16	1
6	8	14	-1
6	2	4	-1
6	10	11	1
6	5	6	-1
6	6	8	1
6	3	15	1
6	8	10	-1
6	11	16	-1
6	8	12	1
6	4	16	0
6	1	10	-1
6	7	13	-1
6	9	16	1
6	5	12	-1
6	5	9	-1
6	7	15	1
6	5	8	-1
6	6	16	1
6	9	10	0
6	1	15	1
6	8	15	0
6	6	9	1
6	1	14	1
6	4	13	1
6	8	13	-1
6	3	14	-1
6	10	16	1
6	4	6	-1
6	5	16	-1
6	5	10	-1
6	12	15	0
6	10	12	1
6	7	11	0
6	6	15	1
6	4	10	1
8	10	16	1
8	4	6	-1
8	5	16	-1
8	5	10	-1
8	12	15	-1
8	10	12	1
8	7	11	1
8	6	15	1
9	2	8	-1
9	2	14	-1
9	4	7	1
9	1	9	1
9	1	12	1
9	7	12	1
9	9	11	1
9	3	7	-1
9	4	14	1
9	2	13	-1
9	3	12	1
9	4	15	1
9	7	8	0
9	2	11	1
9	1	4	1
9	5	15	-1
9	3	10	-1
9	2	9	-1
9	7	9	-1
9	4	5	1
9	9	13	-1
9	10	15	1
9	7	10	-1
9	3	16	-1
9	14	15	1
9	2	16	-1
9	12	16	-1
9	3	6	-1
9	1	13	0
9	6	10	1
9	15	16	-1
9	4	9	1
9	7	16	1
9	8	9	-1
9	6	11	1
9	7	14	-1
9	2	6	-1
9	12	14	-1
12	4	10	-1
12	9	12	1
12	6	14	1
12	2	8	0
12	2	14	-1
12	4	7	1
12	1	9	1
12	1	12	1
13	9	11	1
13	3	7	-1
13	4	14	1
13	2	13	-1
13	3	12	1
13	4	15	1
13	7	8	-1
13	2	11	1
13	1	4	1
13	5	15	-1
13	3	10	-1
13	2	9	-1
13	7	9	-1
13	4	5	1
13	9	13	-1
13	10	15	1
13	7	10	-1
15	1	7	1
15	1	2	1
15	2	3	-1
15	2	15	1
15	11	12	0
15	10	14	0
15	1	8	1
15	2	7	-1
15	11	15	-1
15	8	16	1
15	13	15	1
15	2	10	-1
15	5	11	-1
15	4	12	1
15	13	14	-1
15	3	9	-1
15	3	11	1
15	2	5	1
15	3	4	-1
18	9	12	1
18	6	14	1
18	2	8	1
18	2	14	-1
18	4	7	1
18	1	9	1
18	1	12	1
18	7	12	1
18	9	11	1
23	8	11	1
23	3	8	1
23	1	6	1
23	6	7	1
23	4	11	1
23	1	3	1
23	9	14	1
23	10	13	1
23	9	15	1
23	11	13	1
23	5	14	1
23	14	16	1
23	2	12	1
23	3	5	1
23	1	11	1
23	12	13	1
23	6	13	1
23	3	13	1
23	1	5	1
23	5	7	1
23	13	16	1
23	4	8	1
23	6	12	1
23	11	14	1
23	5	13	1
23	1	16	1
23	8	14	1
23	2	4	1
23	10	11	1
23	5	6	1
23	6	8	1
23	3	15	1
23	8	10	1
23	11	16	1
23	8	12	1
23	4	16	1
23	1	10	1
23	7	13	1
23	9	16	1
23	5	12	1
23	5	9	1
23	7	15	1
26	7	12	1
26	9	11	1
26	3	7	-1
26	4	14	-1
26	2	13	-1
26	3	12	1
26	4	15	1
26	7	8	1
26	2	11	1
26	1	4	1
26	5	15	-1
26	3	10	-1
26	2	9	-1
26	7	9	-1
26	4	5	1
26	9	13	1
26	10	15	1
26	7	10	-1
26	3	16	-1
26	14	15	1
27	3	16	-1
27	14	15	1
27	2	16	-1
27	12	16	-1
27	3	6	-1
27	1	13	-1
27	6	10	-1
27	15	16	-1
27	4	9	-1
27	7	16	1
27	8	9	-1
27	6	11	1
27	7	14	-1
27	2	6	-1
28	13	16	1
28	14	15	1
28	14	16	1
28	15	16	-1
28	1	2	1
28	1	3	1
28	1	4	1
28	1	5	1
29	3	12	1
29	3	13	1
29	3	14	1
29	3	15	1
29	3	16	1
29	4	5	1
29	4	6	1
29	4	7	1
29	4	8	1
29	4	9	1
29	4	10	1
29	4	11	1
29	4	12	1
29	4	13	1
29	4	14	1
29	4	15	1
29	4	16	1
29	5	6	1
29	5	7	1
29	5	8	1
29	5	9	1
29	5	10	1
29	5	11	1
29	5	12	1
29	5	13	1
29	5	14	1
29	5	15	1
29	5	16	1
29	6	7	1
29	6	8	1
29	6	9	1
29	6	10	1
29	6	11	1
29	6	12	1
29	6	13	1
29	6	14	1
29	6	15	1
29	6	16	1
29	7	8	1
29	7	9	1
29	7	10	1
29	7	11	1
29	7	12	1
29	7	13	1
29	7	14	1
29	7	15	1
29	7	16	1
29	8	9	1
29	8	10	1
29	8	11	1
29	8	12	1
29	8	13	1
29	8	14	1
29	8	15	1
29	8	16	1
29	9	10	1
29	9	11	1
29	9	12	1
30	10	12	1
30	10	13	0
30	10	14	1
30	10	14	0
30	10	15	1
30	10	16	1
30	11	12	0
30	11	13	-1
30	11	14	-1
30	11	15	-1
30	11	16	-1
30	12	13	-1
30	12	14	-1
33	9	14	1
33	9	15	1
33	9	16	1
33	10	11	1
33	10	12	1
33	10	13	1
33	10	14	1
33	10	15	1
33	10	16	-1
33	11	12	1
33	11	13	1
33	11	14	1
33	11	15	1
33	11	16	1
33	12	13	1
33	12	14	1
34	11	16	1
34	12	13	1
34	12	14	1
34	12	15	-1
34	12	16	1
34	13	14	1
34	13	15	1
34	13	16	1
34	14	15	1
35	11	16	-1
35	12	13	-1
35	12	14	-1
35	12	15	-1
35	12	16	-1
35	13	14	1
35	13	15	1
35	13	16	1
35	14	15	1
35	14	16	1
35	15	16	-1
35	1	2	1
35	1	3	1
35	1	4	1
35	1	5	1
35	1	6	0
35	1	7	1
35	1	8	1
35	1	9	1
35	1	10	0
35	1	11	1
35	1	12	1
35	1	13	1
35	1	14	1
35	1	15	1
35	1	16	0
35	2	3	0
35	2	4	-1
35	2	5	1
35	2	6	-1
35	2	7	0
35	2	8	-1
35	2	9	-1
35	2	10	-1
35	2	11	1
35	2	12	1
35	2	13	-1
35	2	14	-1
35	2	15	1
35	2	16	-1
35	3	4	-1
35	3	5	1
35	3	6	-1
35	3	7	-1
35	3	8	0
35	3	9	-1
35	3	10	-1
35	3	11	1
35	3	12	1
35	3	13	-1
35	3	14	-1
35	3	15	0
35	3	16	-1
35	4	5	1
35	4	6	1
35	4	7	1
35	4	8	1
35	4	9	0
35	4	10	-1
35	4	11	1
35	4	12	1
35	4	13	0
35	4	14	0
35	4	15	1
35	4	16	1
35	5	6	-1
35	5	7	-1
35	5	8	-1
35	5	9	-1
35	5	10	-1
35	5	11	0
35	5	12	0
35	5	13	-1
35	5	14	-1
35	5	15	-1
35	5	16	-1
35	6	7	1
35	6	8	1
35	6	9	0
35	6	10	0
35	6	11	1
35	6	12	1
35	6	13	0
35	6	14	0
35	6	15	1
35	6	16	1
35	7	8	1
35	7	9	-1
35	7	10	-1
35	7	11	1
35	7	12	1
35	7	13	-1
35	7	14	-1
35	7	15	1
35	7	16	1
35	8	9	-1
41	11	14	-1
41	5	13	-1
41	1	16	1
41	8	14	-1
41	2	4	-1
41	10	11	1
41	5	6	-1
41	6	8	1
41	3	15	1
41	8	10	-1
41	11	16	-1
41	8	12	1
43	4	14	-1
43	2	13	-1
43	3	12	1
43	4	15	1
43	7	8	1
43	2	11	1
43	1	4	1
43	5	15	-1
43	3	10	-1
43	2	9	-1
43	7	9	-1
43	4	5	1
43	9	13	1
43	10	15	1
43	7	10	-1
43	3	16	-1
43	14	15	1
43	2	16	-1
43	12	16	-1
43	3	6	-1
43	1	13	1
43	6	10	1
43	15	16	-1
43	4	9	1
43	7	16	1
43	8	9	-1
43	6	11	1
43	7	14	-1
43	2	6	-1
43	12	14	-1
44	9	13	1
44	10	15	1
44	7	10	-1
44	3	16	-1
44	14	15	1
44	2	16	-1
44	12	16	-1
44	3	6	-1
44	1	13	-1
44	6	10	-1
44	15	16	-1
44	4	9	-1
44	7	16	1
44	8	9	-1
44	6	11	1
44	7	14	-1
44	2	6	-1
49	1	3	1
49	1	4	1
49	1	5	1
49	1	6	0
49	1	7	1
49	1	8	1
49	1	9	1
49	1	10	1
49	1	11	1
49	1	12	1
49	1	13	1
49	1	14	1
49	1	15	1
49	1	16	1
49	2	3	0
49	2	4	-1
49	2	5	1
49	2	6	-1
49	2	7	0
50	4	14	0
50	2	13	-1
50	3	12	1
50	4	15	1
50	7	8	1
50	2	11	1
50	1	4	1
50	5	15	-1
50	3	10	-1
50	2	9	-1
50	7	9	-1
50	4	5	1
50	9	13	1
50	10	15	1
50	7	10	-1
50	3	16	0
50	14	15	1
50	2	16	-1
50	12	16	-1
50	3	6	-1
50	1	13	0
50	6	10	1
50	15	16	-1
50	4	9	1
50	7	16	1
50	8	9	-1
50	6	11	1
50	7	14	-1
50	2	6	-1
50	12	14	-1
50	1	7	1
50	1	2	1
50	2	3	-1
50	2	15	-1
50	11	12	0
50	10	14	-1
50	1	8	1
50	2	7	0
50	11	15	-1
51	8	9	-1
51	6	11	1
51	7	14	-1
51	2	6	-1
51	12	14	-1
51	1	7	1
51	1	2	1
51	2	3	-1
51	2	15	-1
51	11	12	1
51	10	14	-1
51	1	8	1
51	2	7	0
54	1	8	1
54	2	7	-1
54	11	15	-1
54	8	16	1
54	13	15	1
55	2	8	1
55	2	14	-1
55	4	7	1
55	1	9	1
55	1	12	1
55	7	12	1
55	9	11	1
55	3	7	-1
55	4	14	-1
55	2	13	-1
56	3	14	-1
56	10	16	1
56	4	6	-1
56	5	16	-1
56	5	10	-1
56	12	15	-1
56	10	12	1
56	7	11	1
56	6	15	1
56	4	10	-1
56	9	12	1
56	6	14	1
56	2	8	0
56	2	14	-1
56	4	7	1
56	1	9	1
56	1	12	1
56	7	12	1
56	9	11	1
56	3	7	-1
56	4	14	1
56	2	13	-1
56	3	12	1
56	4	15	1
56	7	8	0
56	2	11	1
56	1	4	1
56	5	15	-1
56	3	10	-1
56	2	9	-1
56	7	9	-1
56	4	5	1
56	9	13	-1
56	10	15	1
56	7	10	-1
56	3	16	-1
56	14	15	1
56	2	16	-1
56	12	16	-1
56	3	6	-1
56	1	13	0
56	6	10	1
56	15	16	-1
56	4	9	1
56	7	16	1
56	8	9	-1
56	6	11	1
56	7	14	-1
56	2	6	-1
56	12	14	-1
57	13	16	1
57	4	8	1
57	6	12	1
57	11	14	-1
57	5	13	-1
59	8	12	1
59	8	13	-1
59	8	14	-1
59	8	15	1
59	8	16	0
59	9	10	1
59	9	11	1
59	9	12	1
59	9	13	-1
59	9	14	1
59	9	15	1
62	3	12	1
62	4	15	1
62	7	8	0
62	2	11	1
62	1	4	1
62	5	15	-1
62	3	10	-1
62	2	9	-1
62	7	9	-1
62	4	5	1
62	9	13	-1
62	10	15	1
62	7	10	-1
62	3	16	-1
62	14	15	1
62	2	16	-1
62	12	16	-1
62	3	6	-1
62	1	13	0
62	6	10	1
62	15	16	-1
62	4	9	1
62	7	16	1
62	8	9	-1
62	6	11	1
62	7	14	-1
62	2	6	-1
62	12	14	-1
65	9	12	1
65	6	14	1
65	2	8	1
65	2	14	-1
65	4	7	1
65	1	9	1
65	1	12	1
65	7	12	1
65	9	11	1
65	3	7	-1
65	4	14	-1
65	2	13	-1
65	3	12	1
65	4	15	1
65	7	8	1
65	2	11	1
65	1	4	1
65	5	15	-1
65	3	10	-1
65	2	9	-1
65	7	9	-1
65	4	5	1
65	9	13	1
65	10	15	1
65	7	10	-1
65	3	16	-1
65	14	15	1
65	2	16	-1
65	12	16	-1
65	3	6	-1
65	1	13	-1
65	6	10	-1
65	15	16	-1
65	4	9	-1
65	7	16	1
65	8	9	-1
65	6	11	1
65	7	14	-1
65	2	6	-1
65	12	14	-1
65	1	7	1
65	1	2	1
65	2	3	1
65	2	15	0
68	1	16	1
68	8	14	-1
68	2	4	-1
68	10	11	1
68	5	6	-1
68	6	8	1
68	3	15	-1
68	8	10	-1
68	11	16	-1
68	8	12	1
68	4	16	-1
68	1	10	0
68	7	13	-1
68	9	16	1
68	5	12	-1
68	5	8	-1
68	5	9	1
68	7	15	-1
68	6	16	1
68	9	10	1
68	1	15	1
68	8	15	-1
68	6	9	1
68	1	14	1
68	4	13	-1
68	8	13	-1
68	4	6	-1
68	3	14	-1
68	10	16	1
68	5	16	-1
68	12	15	-1
68	10	12	1
68	6	15	1
